file,geographic_coverage,possible_issue,evidence_categories,mime_type,thumbnail_http_status,commons_file_page
NUTS 3 regions EU-27.svg,the European Union,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:NUTS_3_regions_EU-27.svg
Nyitra vármegye in Hungary.svg,"Nyitra vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Nyitra_v%C3%A1rmegye_in_Hungary.svg
Nógrád vármegye in Hungary.svg,"Nógrád vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:N%C3%B3gr%C3%A1d_v%C3%A1rmegye_in_Hungary.svg
Oberösterreich in Austria.svg,"Oberösterreich, Austria",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Austria,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ober%C3%B6sterreich_in_Austria.svg
Oceania98.svg,Oceania,Commons category marks SVG as invalid,Category:Invalid SVG created with Other tools:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Oceania98.svg
Ogliastra in Italy (2001–2016).svg,"Ogliastra, Italy (2001–2016)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ogliastra_in_Italy_(2001%E2%80%932016).svg
Ohio and adjacent States and counties with FIPS and names.svg,individual states of the United States,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ohio_and_adjacent_States_and_counties_with_FIPS_and_names.svg
Ohio in United States (US48).svg,"Ohio, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ohio_in_United_States_(US48).svg
Ohio in United States.svg,"Ohio, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ohio_in_United_States.svg
Ohrid and Prespa lakes topographic map mk.svg,North Macedonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ohrid_and_Prespa_lakes_topographic_map_mk.svg
Oita in Japan (extended).svg,"Oita, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Oita_in_Japan_(extended).svg
Oita in Japan (narrow).svg,"Oita, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Oita_in_Japan_(narrow).svg
Oita in Japan.svg,"Oita, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Oita_in_Japan.svg
Okayama in Japan (extended).svg,"Okayama, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Okayama_in_Japan_(extended).svg
Okayama in Japan (narrow).svg,"Okayama, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Okayama_in_Japan_(narrow).svg
Okayama in Japan.svg,"Okayama, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Okayama_in_Japan.svg
Okinawa in Japan (extended).svg,"Okinawa, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Okinawa_in_Japan_(extended).svg
Okinawa in Japan (narrow).svg,"Okinawa, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Okinawa_in_Japan_(narrow).svg
Okinawa in Japan (special marker) (extended).svg,"Okinawa, Japan (special marker) (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Okinawa_in_Japan_(special_marker)_(extended).svg
Okinawa in Japan.svg,"Okinawa, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Okinawa_in_Japan.svg
Oklahoma in United States (US48).svg,"Oklahoma, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Oklahoma_in_United_States_(US48).svg
Oklahoma in United States.svg,"Oklahoma, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Oklahoma_in_United_States.svg
Oklahoma terr. 1890.svg,states in the United States,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Oklahoma_terr._1890.svg
Olbia-Tempio in Italy (2001–2016).svg,"Olbia-Tempio, Italy (2001–2016)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Olbia-Tempio_in_Italy_(2001%E2%80%932016).svg
Orange Walk in Belize.svg,"Orange Walk, Belize",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Orange_Walk_in_Belize.svg
Oravainen.sijainti.suomi.2008.svg,former municipalities in Ostrobothnia,Commons category marks SVG as invalid,Category:Invalid SVG created with CorelDRAW:Suomi maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Oravainen.sijainti.suomi.2008.svg
Oregon in United States (US48).svg,"Oregon, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Oregon_in_United_States_(US48).svg
Oregon in United States.svg,"Oregon, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Oregon_in_United_States.svg
Oristano in Italy (2001–2016).svg,"Oristano, Italy (2001–2016)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Oristano_in_Italy_(2001%E2%80%932016).svg
Orkney Islands in Scotland.svg,"Orkney Islands, Scotland",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Orkney_Islands_in_Scotland.svg
Osaka in Japan (extended).svg,"Osaka, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Osaka_in_Japan_(extended).svg
Osaka in Japan (narrow).svg,"Osaka, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Osaka_in_Japan_(narrow).svg
Osaka in Japan.svg,"Osaka, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Osaka_in_Japan.svg
Otago in New Zealand.svg,"Otago, New Zealand",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Otago_in_New_Zealand.svg
Ourense in Spain (plus Canarias).svg,"Ourense, Spain",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ourense_in_Spain_(plus_Canarias).svg
Padova in Italy.svg,"Padova, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Padova_in_Italy.svg
Palermo in Italy.svg,"Palermo, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Palermo_in_Italy.svg
Palnadu in Andhra Pradesh (India).svg,"Palnadu, Andhra Pradesh, India",Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Palnadu_in_Andhra_Pradesh_(India).svg
Paraíba in Brazil (1822).svg,"Paraíba, Brazil (1822)",Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Para%C3%ADba_in_Brazil_(1822).svg
Parma in Italy.svg,"Parma, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Parma_in_Italy.svg
Parvathipuram Manyam in Andhra Pradesh (India).svg,"Parvathipuram Manyam, Andhra Pradesh, India",Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Parvathipuram_Manyam_in_Andhra_Pradesh_(India).svg
Pavia in Italy.svg,"Pavia, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Pavia_in_Italy.svg
Pembrokeshire in Wales.svg,"Pembrokeshire, Wales",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Wales,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Pembrokeshire_in_Wales.svg
Pennsylvania in United States (US48).svg,"Pennsylvania, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Pennsylvania_in_United_States_(US48).svg
Pennsylvania in United States.svg,"Pennsylvania, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Pennsylvania_in_United_States.svg
Perugia in Italy.svg,"Perugia, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Perugia_in_Italy.svg
