file,geographic_coverage,possible_issue,evidence_categories,mime_type,thumbnail_http_status,commons_file_page
Cambodia Prey Veng locator map.svg,provinces in Cambodia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Cambodia,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cambodia_Prey_Veng_locator_map.svg
Cambodia Pursat locator map.svg,provinces in Cambodia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Cambodia,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cambodia_Pursat_locator_map.svg
Cambodia Ratanakiri locator map.svg,provinces in Cambodia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Cambodia,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cambodia_Ratanakiri_locator_map.svg
Cambodia Siem Reap locator map.svg,provinces in Cambodia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Cambodia,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cambodia_Siem_Reap_locator_map.svg
Cambodia Sihanoukville locator map.svg,provinces in Cambodia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Cambodia,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cambodia_Sihanoukville_locator_map.svg
Cambodia Stung Treng locator map.svg,provinces in Cambodia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Cambodia,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cambodia_Stung_Treng_locator_map.svg
Cambodia Svay Rieng locator map.svg,provinces in Cambodia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Cambodia,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cambodia_Svay_Rieng_locator_map.svg
Cambodia Takéo locator map.svg,provinces in Cambodia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Cambodia,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cambodia_Tak%C3%A9o_locator_map.svg
Cambodia Tbong Khmum locator map.svg,provinces in Cambodia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Cambodia,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cambodia_Tbong_Khmum_locator_map.svg
Cameroon on the globe (Africa centered).svg,Cameroon,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cameroon_on_the_globe_(Africa_centered).svg
Campania in Italy.svg,"Campania, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Campania_in_Italy.svg
Campobasso in Italy.svg,"Campobasso, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Campobasso_in_Italy.svg
Can Tho in Viet Nam.svg,"Can Tho, Viet Nam",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Can_Tho_in_Viet_Nam.svg
Can Tho in Vietnam before 1 July 2025 (special marker).svg,"Can Tho, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Can_Tho_in_Vietnam_before_1_July_2025_(special_marker).svg
Can Tho in Vietnam before 1 July 2025.svg,"Can Tho, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Can_Tho_in_Vietnam_before_1_July_2025.svg
Canada (orthographic projection).svg,Canada,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:World maps (gggs),image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Canada_(orthographic_projection).svg
Canada location map.svg,North America,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Canada_location_map.svg
Canary Islands on the globe (Africa centered).svg,"Canary Islands, Spain",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Canary_Islands_on_the_globe_(Africa_centered).svg
Canterbury in New Zealand.svg,"Canterbury, New Zealand",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Canterbury_in_New_Zealand.svg
Cao Bang in Viet Nam.svg,"Cao Bang, Viet Nam",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cao_Bang_in_Viet_Nam.svg
Cao Bang in Vietnam before 1 July 2025.svg,"Cao Bang, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cao_Bang_in_Vietnam_before_1_July_2025.svg
Capital District in Venezuela (+claimed).svg,"Capital District, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Capital_District_in_Venezuela_(%2Bclaimed).svg
Capital District in Venezuela (special marker) (+claimed).svg,"Capital District, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Capital_District_in_Venezuela_(special_marker)_(%2Bclaimed).svg
Capital District in Venezuela (special marker).svg,"Capital District, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Capital_District_in_Venezuela_(special_marker).svg
Capital District in Venezuela.svg,"Capital District, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Capital_District_in_Venezuela.svg
Carabobo in Venezuela (+claimed).svg,"Carabobo, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Carabobo_in_Venezuela_(%2Bclaimed).svg
Carabobo in Venezuela.svg,"Carabobo, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Carabobo_in_Venezuela.svg
Carbonia-Iglesias in Italy (2001–2016).svg,"Carbonia-Iglesias, Italy (2001–2016)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Carbonia-Iglesias_in_Italy_(2001%E2%80%932016).svg
Cardiff in Wales.svg,"Cardiff, Wales",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Wales,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cardiff_in_Wales.svg
Carmarthenshire in Wales.svg,"Carmarthenshire, Wales",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Wales,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Carmarthenshire_in_Wales.svg
Carte topographique Tubuai.svg,the Austral Islands,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Carte_topographique_Tubuai.svg
Cartography of Africa.svg,Africa,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cartography_of_Africa.svg
Cartography of South America.svg,South America,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cartography_of_South_America.svg
Cartography of the Americas.svg,the Americas,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cartography_of_the_Americas.svg
Caserta in Italy.svg,"Caserta, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Caserta_in_Italy.svg
Catalonia relief location map.svg,Catalonia,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Catalonia_relief_location_map.svg
CatalunyaLoc-NUTS-ES51.svg,Catalonia,Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:CatalunyaLoc-NUTS-ES51.svg
Catania in Italy.svg,"Catania, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Catania_in_Italy.svg
Catanzaro in Italy.svg,"Catanzaro, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Catanzaro_in_Italy.svg
Cayo in Belize.svg,"Cayo, Belize",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cayo_in_Belize.svg
Central Equatoria in South Sudan (+Kafia Kingi).svg,"Central Equatoria, South Sudan (+Kafia Kingi)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Central_Equatoria_in_South_Sudan_(%2BKafia_Kingi).svg
Centre-Val de Loire region location map.svg,Centre-Val de Loire,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Centre-Val_de_Loire_region_location_map.svg
Ceredigion in Wales.svg,"Ceredigion, Wales",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Wales,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ceredigion_in_Wales.svg
Chahar in Republic of China.svg,"Chahar, Republic of China",Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Chahar_in_Republic_of_China.svg
Chekiang in Republic of China.svg,"Chekiang, Republic of China",Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Chekiang_in_Republic_of_China.svg
Chernobyl placement.svg,the Chernobyl disaster,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Chernobyl_placement.svg
Chiba in Japan (extended).svg,"Chiba, Japan (extended)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Chiba_in_Japan_(extended).svg
Chiba in Japan (narrow).svg,"Chiba, Japan (narrow)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Chiba_in_Japan_(narrow).svg
Chiba in Japan.svg,"Chiba, Japan",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Japanese prefecture maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Chiba_in_Japan.svg
Chilean Antarctic Territory in Antarctica.svg,"Chilean Antarctic Territory, Antarctica",Thumbnail request was rate-limited (HTTP 429); reachability unconfirmed,,image/svg+xml,429,https://commons.wikimedia.org/wiki/File:Chilean_Antarctic_Territory_in_Antarctica.svg
ChinaPrefectures.svg,prefecture-level divisions of China,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:ChinaPrefectures.svg
Chittoor in Andhra Pradesh (India).svg,"Chittoor, Andhra Pradesh, India",Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Chittoor_in_Andhra_Pradesh_(India).svg
Ciego de Avila in Cuba.svg,"Ciego de Avila, Cuba",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Cuba maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ciego_de_Avila_in_Cuba.svg
Cienfuegos in Cuba.svg,"Cienfuegos, Cuba",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Cuba maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cienfuegos_in_Cuba.svg
Clipperton Island on the globe (Americas centered).svg,"Clipperton Island, France",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Clipperton_Island_on_the_globe_(Americas_centered).svg
Cojedes in Venezuela (+claimed).svg,"Cojedes, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cojedes_in_Venezuela_(%2Bclaimed).svg
Cojedes in Venezuela.svg,"Cojedes, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cojedes_in_Venezuela.svg
Colombia location map.svg,South America,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Colombia_location_map.svg
Colombia on the globe (San Andrés and Providencia special) (Americas centered).svg,Colombia,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Colombia_on_the_globe_(San_Andr%C3%A9s_and_Providencia_special)_(Americas_centered).svg
Colorado in United States (US48).svg,"Colorado, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Colorado_in_United_States_(US48).svg
Communautés du pays de Galles.svg,subdivisions of Wales,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Communaut%C3%A9s_du_pays_de_Galles.svg
Como in Italy.svg,"Como, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Como_in_Italy.svg
Comunidad de Madrid in Spain (including Canarias).svg,"Comunidad de Madrid, Spain (including Canarias)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Comunidad_de_Madrid_in_Spain_(including_Canarias).svg
Connecticut in United States (US48).svg,"Connecticut, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Connecticut_in_United_States_(US48).svg
Connecticut in United States (zoom) (US48).svg,"Connecticut, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Connecticut_in_United_States_(zoom)_(US48).svg
Conwy in Wales.svg,"Conwy, Wales",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Wales,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Conwy_in_Wales.svg
Corfu Channel topographic map-en.svg,Albania,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Corfu_Channel_topographic_map-en.svg
Corfu topographic map-de.svg,Greece,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Corfu_topographic_map-de.svg
Corfu topographic map-el.svg,Greece,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Corfu_topographic_map-el.svg
Corfu topographic map-en.svg,Greece,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Corfu_topographic_map-en.svg
Corfu topographic map-es.svg,Greece,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Corfu_topographic_map-es.svg
Corfu topographic map-fr.svg,Greece,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Corfu_topographic_map-fr.svg
Corfu topographic map-hu.svg,Greece,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Corfu_topographic_map-hu.svg
Corfu topographic map-mk.svg,Greece,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Corfu_topographic_map-mk.svg
Corfu topographic map-nb.svg,Greece,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Corfu_topographic_map-nb.svg
Corozal in Belize.svg,"Corozal, Belize",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Corozal_in_Belize.svg
Counties of New Brunswick topographic map-blank.svg,North America,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Counties_of_New_Brunswick_topographic_map-blank.svg
Cremona in Italy.svg,"Cremona, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cremona_in_Italy.svg
Crimea in Ukraine.svg,"Crimea, Ukraine",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Crimea_in_Ukraine.svg
Croatia in European Union.svg,"Croatia, European Union",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Croatia_in_European_Union.svg
Crotone in Italy.svg,"Crotone, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Crotone_in_Italy.svg
Csanád vármegye in Hungary.svg,"Csanád vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Csan%C3%A1d_v%C3%A1rmegye_in_Hungary.svg
Csongrád vármegye in Hungary.svg,"Csongrád vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Csongr%C3%A1d_v%C3%A1rmegye_in_Hungary.svg
Csík vármegye in Hungary.svg,"Csík vármegye, Hungary, the Kingdom of Hungary",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Hungary,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cs%C3%ADk_v%C3%A1rmegye_in_Hungary.svg
CUB orthographic.svg,Cuba,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:World maps (gggs),image/svg+xml,200,https://commons.wikimedia.org/wiki/File:CUB_orthographic.svg
Cuba (orthographic projection).svg,Cuba,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:World maps (gggs),image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cuba_(orthographic_projection).svg
Cuba in its region.svg,Cuba,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cuba_in_its_region.svg
Cuba in North America (-mini map -rivers).svg,"Cuba, North America",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cuba_in_North_America_(-mini_map_-rivers).svg
Cuba in North America (relief) (-mini map).svg,"Cuba, North America",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cuba_in_North_America_(relief)_(-mini_map).svg
Cuba in North America (relief).svg,"Cuba, North America",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cuba_in_North_America_(relief).svg
Cuba in North America.svg,"Cuba, North America",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cuba_in_North_America.svg
Cuba in the Caribbean.svg,"Cuba, the Caribbean",Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cuba_in_the_Caribbean.svg
Cuba in the world (W3).svg,"Cuba, the world",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cuba_in_the_world_(W3).svg
Cuba on the globe (Americas centered).svg,Cuba,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cuba_on_the_globe_(Americas_centered).svg
Cuvette-Ouest in Congo.svg,"Cuvette-Ouest, Congo",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cuvette-Ouest_in_Congo.svg
Cyclades map-fr.svg,the Cyclades,Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cyclades_map-fr.svg
Cyprus-topographic map-be.svg,Europe,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cyprus-topographic_map-be.svg
Cyprus-topographic map-en.svg,Europe,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Cyprus-topographic_map-en.svg
Cádiz-loc.svg,the province of Cádiz,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Locator maps-ES,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:C%C3%A1diz-loc.svg
Da Nang in Viet Nam.svg,"Da Nang, Viet Nam",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Da_Nang_in_Viet_Nam.svg
Da Nang in Vietnam before 1 July 2025 (special marker).svg,"Da Nang, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Da_Nang_in_Vietnam_before_1_July_2025_(special_marker).svg
Da Nang in Vietnam before 1 July 2025.svg,"Da Nang, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Da_Nang_in_Vietnam_before_1_July_2025.svg
Daejeon-gwangyeoksi in South Korea.svg,"Daejeon-gwangyeoksi, South Korea",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Daejeon-gwangyeoksi_in_South_Korea.svg
Dagestan topographic map-lt.svg,the Caucasus,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Dagestan_topographic_map-lt.svg
Dak Lak in Viet Nam.svg,"Dak Lak, Viet Nam",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Dak_Lak_in_Viet_Nam.svg
Dak Lak in Vietnam before 1 July 2025.svg,"Dak Lak, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Dak_Lak_in_Vietnam_before_1_July_2025.svg
Dak Nong in Vietnam before 1 July 2025.svg,"Dak Nong, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Dak_Nong_in_Vietnam_before_1_July_2025.svg
Delaware in United States (special marker) (US48).svg,"Delaware, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Delaware_in_United_States_(special_marker)_(US48).svg
Delaware in United States (US48).svg,"Delaware, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Delaware_in_United_States_(US48).svg
Delaware in United States (zoom) (US48).svg,"Delaware, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Delaware_in_United_States_(zoom)_(US48).svg
Delta Amacuro in Venezuela (+claimed).svg,"Delta Amacuro, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Delta_Amacuro_in_Venezuela_(%2Bclaimed).svg
Delta Amacuro in Venezuela.svg,"Delta Amacuro, Venezuela",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Delta_Amacuro_in_Venezuela.svg
Democratic Republic of the Congo in its region.svg,the Democratic Republic of the Congo,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Democratic_Republic_of_the_Congo_in_its_region.svg
Denbighshire in Wales.svg,"Denbighshire, Wales",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-Wales,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Denbighshire_in_Wales.svg
Deutschland Besatzungszonen 8 Jun 1947 - 22 Apr 1949 britisch.svg,Allied occupation zones of Germany,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Deutschland_Besatzungszonen_8_Jun_1947_-_22_Apr_1949_britisch.svg
Deutschsprachige Gemeinschaft in Belgium.svg,"Deutschsprachige Gemeinschaft, Belgium",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Deutschsprachige_Gemeinschaft_in_Belgium.svg
Dien Bien in Viet Nam.svg,"Dien Bien, Viet Nam",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Dien_Bien_in_Viet_Nam.svg
